Type,Book,FirstO,Appears,CA,Alphabetical Name,Full Name,First,Last,Common Name,Primary Name,Gender,Species,Time,Affiliation,Ajah,Dark?,Strength,Nationality,Birth Year,Description
Primary,Main,AMoL,Yes,1,Allin,Allin,Allin,,Allin,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Andor,Unknown,"A dark-haired Andorman, with a half-beard shaved at the sides, who served under Uno in the Last Battle."
Primary,Main,ACoS,Yes,2,Almandaragal,Almandaragal,Almandaragal,,Almandaragal,N/A,M,Lopar,Current,Lopar,N/A,Unassigned,N/A,Seanchan,Unknown,High Lady Suroth’s lopar.
Primary,Main,TEotW,Yes,4,Almen Bunt,Almen Bunt,Almen,Bunt,Almen,N/A,M,Human,Current,Farmer,N/A,Unassigned,N/A,Andor,Unknown,"An old Andoran farmer. He had a well-wrinkled, leathery face, and half his teeth were missing. Also called ""Bunt""."
Primary,World,World,No,0,Almindhra,Almindhra,Almindhra,,Almindhra,N/A,F,Human,Historic,First Counselor,N/A,Unassigned,N/A,Tova,Unknown,"The First Counselor of Tova, a nation that arose after the Trolloc Wars, located at the same site as Cairhien."
Primary,Main,TSR,Yes,5,Almurat Mor,Almurat Mor,Almurat,Mor,Mor,N/A,M,Human,Current,Seeker for Truth,N/A,Unassigned,N/A,Seanchan,Unknown,"A Seanchan Seeker for Truth, about 5'10"" tall, with yellow hair and blue eyes."
Primary,Main,TSR,Yes,1,Alnora,Alnora,Alnora,,Alnora,N/A,F,Human,Historic,Jenn Aiel,N/A,Unassigned,N/A,Jenn Aiel,Unknown,A Jenn Aiel woman who lived during the Breaking. Her husband was Jonai.
Primary,Main,WH,No,0,Aloisia Nemosni,Aloisia Nemosni,Aloisia,Nemosni,Aloisia,N/A,F,Human,Current,Kinswoman,N/A,Unassigned,17(5),Tear,Unknown,The oldest member of the Kin. She was nearly six hundred years old. 
Primary,Main,TEotW,Yes,1,Alpert Mull,Alpert Mull,Alpert,Mull,Alpert,N/A,M,Human,Current,Farmer,N/A,Unassigned,N/A,Andor,Unknown,An Andoran farmer living between Four Kings and Market Sheran. He gave Rand and Mat a ride.
Primary,Main,TGH,Yes,1,Alric,Alric,Alric,,Alric,N/A,M,Human,Current,Warder,N/A,Unassigned,N/A,Unknown,Unknown,Siuan’s Warder. He was killed the day she was deposed.
Primary,Main,ToM,No,0,Alrom,Alrom,Alrom,,Alrom,N/A,U,Human,AoL,Scholar,N/A,Unassigned,N/A,Unknown,Unknown,An ancient scholar who wrote of Mesaana’s schools in the War of Power.
Primary,Main,LoC,Yes,5,Alsalam Saeed Almadar,Alsalam Saeed Almadar,Alsalam,Saeed Almadar,Alsalam,N/A,M,Human,Current,King,N/A,Unassigned,N/A,Arad Doman,Unknown,"The King of Arad Doman, Lord of Almadar, High Seat of House Almadar."
Primary,Main,TEotW,Yes,5,Alsbet Luhhan,Alsbet Luhhan,Alsbet,Luhhan,Alsbet,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,955 NE,"The wife of Haral Luhhan, the blacksmith of Emond’s Field. She was born in 955 NE."
Primary,Main,TSR,No,0,Alsera,Alsera,Alsera,,Alsera,N/A,F,Human,Current,Wise One,N/A,Unassigned,N/A,Aiel,Unknown,A Wise One of the Salt Flat sept of the Nakai Aiel. She served as Bruan’s Wise One at Shiagi Hold.
Primary,Main,KoD,Yes,1,"Alstaing, Mistress",Mistress Alstaing,Mistress,Alstaing,Mistress Alstaing,N/A,F,Human,Current,Merchant,N/A,Unassigned,N/A,Tarabon,Unknown,A Taraboner lacquerware merchant who played Piri in The White Ring in Maderin.
Primary,Main,LoC,Yes,1,"Altalin, Lady",Lady Altalin,Altalin,,Altalin,N/A,F,Human,Current,Amadician Noble,N/A,Unassigned,N/A,Amadicia,Unknown,A noblewoman of Amadicia who served as a lady-in-waiting to Morgase under the command of Pedron Niall.
Primary,Main,TSR,Yes,2,"Alteima, High Lady",High Lady Alteima,Alteima,,Alteima,N/A,F,Human,Current,Tairen Noble,N/A,Unassigned,N/A,Tear,Unknown,A High Lady of Tear who was the wife of Tedosian. She was tall and slender with large brown eyes.
Primary,Main,CoT,No,0,Althyn Conly,Althyn Conly,Althyn,Conly,Althyn,N/A,F,Human,Current,Novice,N/A,Unassigned,Unknown,Andor,Unknown,A Two Rivers novice with the rebel Aes Sedai. She tried to convert two cups to cuendillar.
Primary,Main,TGH,Yes,21,Aludra Nendenhald,Aludra Nendenhald,Aludra,Nendenhald,Aludra,N/A,F,Human,Current,Illuminator,N/A,Unassigned,N/A,Tarabon,959 NE,An Illuminator and onetime Mistress of the chapter house in Cairhien. She was born in 959 NE.
Primary,World,World,No,0,Alvera Ramosanya,Alvera Ramosanya,Alvera,Ramosanya,Alvera,N/A,F,Human,Historic,Aes Sedai,Yellow,No,Unknown,Unknown,Unknown,An Aes Sedai of the Yellow Ajah who served as Amyrlin from 549 to 578 NE.
Primary,Main,TGH,Yes,17,Alviarin Freidhen,Alviarin Freidhen,Alviarin,Freidhen,Alviarin,N/A,F,Human,Current,Aes Sedai,White,Yes,17(5),Amadicia,943 NE,An Amadician Aes Sedai of the White Ajah publicly and the Black Ajah in truth.
Primary,Main,KoD,Yes,1,Alvistere,Alvistere,Alvistere,,Alvistere,N/A,F,Human,Current,Novice,N/A,Unassigned,Unknown,Cairhien,Unknown,A Cairhienin novice in the White Tower. She was short and slim with big eyes and long dark hair.
Primary,Main,KoD,Yes,2,Alvon,Alvon,Alvon,,Alvon,N/A,M,Human,Current,Woodcutter,N/A,Unassigned,N/A,Amadicia,Unknown,"An Amadician woodcutter, a stocky man with a weathered face and a coarse, almost unintelligible accent."
Primary,Main,TGH,Yes,5,Alwhin,Alwhin,Alwhin,,Alwhin,N/A,F,Human,Current,Sul'dam,N/A,Unassigned,Unknown,Seanchan,Unknown,"A Seanchan sul’dam with blue eyes, sharp features, and a tight, thin-lipped mouth."
Primary,Main,LoC,No,0,Alwin Rael,Alwin Rael,Alwin,Rael,Alwin,N/A,M,Human,Current,Servant,N/A,Unassigned,N/A,Cairhien,Unknown,A male servant in Lady Arilyn’s house in Cairhien who liked to tickle maids’ chins.
Primary,Main,TGH,No,0,Alwyn al'Van,Alwyn al'Van,Alwyn,al'Van,Alwyn,N/A,M,Human,Current,Cobbler,N/A,Unassigned,N/A,Andor,Unknown,The cobbler in Emond’s Field.
Alias,Main,TEotW,N/A,N/A,"Alys, Lady",Lady Alys,Alys,,Mistress Alys,Moiraine Damodred,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Moiraine’s favorite alias. Sometimes ""Lady Alys"" and sometimes ""Mistress Alys"" (which is more common)."
Primary,Main,ToM,No,0,Alysa,Alysa,Alysa,,Alysa,N/A,F,Human,Current,Farmer,N/A,Unassigned,N/A,Andor,Unknown,"Almen Bunt’s sister. She and her husband Graeger had two sons, Hahn and Adim."
Alias,Main,KoD,N/A,N/A,Alyse,Alyse,Alyse,,Alyse,Galina Casban,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The name that Galina Casban used after being captured and taken to Perrin.
Alias,Main,TFoH,N/A,N/A,Amaena,Amaena,Amaena,,Amaena,Leane Sharif,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Leane’s alias after she was stilled.
Primary,World,World,No,0,Amaline Paendrag Tagora,Amaline Paendrag Tagora,Amaline,Paendrag Tagora,Amaline,N/A,F,Human,Historic,Noble,N/A,Unassigned,N/A,Unknown,Unknown,"The first wife of Artur Hawkwing. He loved her very much, and wrote many poems to her."
Primary,Main,TGH,Yes,2,Amalisa Jagad,Amalisa Jagad,Amalisa,Jagad,Amalisa,N/A,F,Human,Current,Shienaran Noble,N/A,Unassigned,N/A,Shienar,Unknown,"A Lady of House Jagad in Shienar. Agelmar’s sister, Amalisa was short and in her middle years."
Primary,Main,LoC,No,0,Amar,Amar,Amar,,Amar,N/A,F,Ogier,Historic,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,"The mother of Elora and the daughter of Coura, an Ogier."
Primary,Main,ACoS,Yes,1,Amaresu,Amaresu,Amaresu,,Amaresu,N/A,F,Human,Current,Hero of the Horn,N/A,Unassigned,N/A,Unknown,Unknown,A female Hero of the Horn who carried the Sword of the Sun.
Primary,Main,LoC,No,0,Amaryn,Amaryn,Amaryn,,Amaryn,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Aiel,Unknown,"An Aiel woman, the greatdaughter of Sorilea and the greatmother of Taric."
Primary,Main,TSR,Yes,14,Amathera Aelfdene Casmir Lounault,Amathera Aelfdene Casmir Lounault,Amathera,Aelfdene Casmir Lounault,Amathera,N/A,F,Human,Current,Panarch,N/A,Unassigned,N/A,Tarabon,974 NE,"A Taraboner woman. She was in born in 974 NE. She was about 5'5"" tall and very pretty and slender."
Primary,Main,KoD,No,0,Amel din Monaga Stone Anchor,Amel din Monaga Stone Anchor,Amel,din Monaga Stone Anchor,Amel,N/A,M,Human,Current,Swordmaster,N/A,Unassigned,N/A,Sea Folk,Unknown,The husband and Swordmaster of Zaida din Parede Blackwing.
Primary,Main,TFoH,Yes,1,Amellia Arene,Amellia Arene,Amellia,Arene,Amellia,N/A,F,Human,Current,Merchant,N/A,Yes,N/A,Amador,Unknown,"A Darkfriend woman in Amador, stern-faced and graying. She and her husband Jorin were rich merchants."
Primary,Main,TGS,Yes,1,Amenar Shumada,Amenar Shumada,Amenar,Shumada,Amenar,N/A,M,Human,Current,Seanchan Noble,N/A,Unassigned,N/A,Seanchan,Unknown,A member of the Seanchan Blood who attended Tuon’s first audience in Ebou Dar.
Primary,Main,TDR,Yes,5,Amico Nagoyin,Amico Nagoyin,Amico,Nagoyin,Amico,N/A,F,Human,Current,Aes Sedai,Yellow,Yes,27(15),Arafel,967 NE,"An Arafellin Aes Sedai of the Yellow Ajah publicly, and of the Black Ajah in truth."
Primary,World,World,No,0,Amira,Amira,Amira,,Amira,N/A,F,Human,Historic,Noble,N/A,Unassigned,N/A,Unknown,Unknown,A daughter of Artur Hawkwing and Amaline Paendrag Tagora.
Primary,NS,NS,Yes,1,Amira Moselle,Amira Moselle,Amira,Moselle,Amira,N/A,F,Human,Current,Aes Sedai,Red,No,27(15),Tarabon,823 NE,"A Taraboner Aes Sedai of the Red Ajah and the loyalist contingent, with a strength level of 27(15)."
Primary,Main,TPoD,Yes,3,Amondrid Osiellin,Amondrid Osiellin,Amondrid,Osiellin,Amondrid,N/A,M,Human,Current,Cairhienin Noble,N/A,Unassigned,N/A,Cairhien,Unknown,A Cairhienin nobleman who supported Colavaere for the throne.
Primary,Main,KoD,Yes,1,Amylia,Amylia,Amylia,,Amylia,N/A,F,Human,Current,Aes Sedai,Brown,No,Unknown,Unknown,Unknown,An Aes Sedai of the Brown Ajah whom Zaida brought back with her from Caemlyn.
Primary,Main,TDR,Yes,59,Amys,Amys,Amys,,Amys,N/A,F,Human,Current,Wise One,N/A,Unassigned,N/A,Aiel,Unknown,A Wise One of the Nine Valleys sept of the Taardad Aiel. She was first-wife of Rhuarc.
Primary,Main,TGH,Yes,26,Anaiya Carel,Anaiya Carel,Anaiya,Carel,Anaiya,N/A,F,Human,Current,Aes Sedai,Blue,No,15(3),Unknown,868 NE,"An Aes Sedai of the Blue Ajah and the rebel contingent, with a strength level of 15(3)."
Primary,Main,LoC,Yes,8,Anaiyella Narencelona,Anaiyella Narencelona,Anaiyella,Narencelona,Anaiyella,N/A,F,Human,Current,Tairen Noble,N/A,Yes,N/A,Tear,Unknown,"A High Lady of Tear and a Darkfriend. She was willowy and darkly beautiful, but she frequently simpered."
Primary,Main,TSR,Yes,1,Ananda,Ananda,Ananda,,Ananda,N/A,F,Human,Current,Aes Sedai,Yellow,No,Unknown,Unknown,Unknown,An Aes Sedai of the Yellow Ajah. She was slim with long black hair.
Primary,Main,LoC,No,0,Anarina Todande,Anarina Todande,Anarina,Todande,Anarina,N/A,F,Human,Historic,Queen,N/A,Unassigned,N/A,Altara,Unknown,"A former queen of Altara. Her family ruled for five generations, the longest on record."
Primary,Main,AMoL,No,0,Anasai of Ryddingwood,Anasai of Ryddingwood,Anasai,,Anasai,N/A,F,Human,Historic,Poet,N/A,Unassigned,N/A,Unknown,Unknown,A favorite poet of Moiraine.
Alias,Main,WH,N/A,N/A,Anath Dorje,Anath Dorje,Anath,Dorje,Anath,Semirhage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Tuon’s Truthspeaker, or Soe’feia; she was actually Semirhage in disguise."
Primary,Main,TFoH,Yes,5,Andaya Forae,Andaya Forae,Andaya,Forae,Andaya,N/A,F,Human,Current,Aes Sedai,Gray,No,24(12),Tarabon,901 NE,"A Taraboner Aes Sedai of the Gray Ajah and the loyalist contingent, with a strength level of 24(12)."
Primary,Main,TFoH,Yes,1,Andaya Murasaka,Andaya Murasaka,Andaya,Murasaka,Andaya,N/A,F,Human,Current,Luca's Circus,N/A,Unassigned,N/A,Unknown,Unknown,An acrobat with Valan Luca’s show. She was one of six sisters.
Primary,Main,TFoH,Yes,1,Ander Corl,Ander Corl,Ander,Corl,Ander,N/A,M,Human,Current,Bootmaker,N/A,Unassigned,N/A,Cairhien,Unknown,A bootmaker in the town of Taien in the Jangai Pass.
Primary,Main,ACoS,Yes,1,Ander Tol,Ander Tol,Ander,Tol,Ander,N/A,M,Human,Current,Farmer,N/A,Unassigned,N/A,Cairhien,Unknown,"A skinny, toothless turnip farmer from the south of Cairhien who gave Rand and his companions a ride."
Primary,Main,ToM,Yes,12,Andere,Andere,Andere,,Andere,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Malkier,Unknown,A Malkieri who worked for a time as a Kandori soldier.
Primary,Main,KoD,No,0,Andhilin,Andhilin,Andhilin,,Andhilin,N/A,F,Human,Current,Maiden of the Spear,N/A,Unassigned,N/A,Aiel,Unknown,A Maiden of the Red Salt Goshien. Her name appeared on Rand’s list of women who died for him.
Primary,Main,CoT,Yes,1,Andil,Andil,Andil,,Andil,N/A,F,Human,Current,Servant,N/A,Unassigned,N/A,Cairhien,Unknown,A woman who worked in the kitchen of the Sun Palace in Cairhien.
Alias,Main,TEotW,N/A,N/A,"Andra, Master",Master Andra,Master,Andra,Master Andra,Lan Mandragoran,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A name sometimes used by Lan while on the road.
Primary,Main,TSR,Yes,1,"Andric, King",King Andric,Andric,,Andric,N/A,M,Human,Current,King,N/A,Unassigned,N/A,Tarabon,Unknown,The King of Tarabon at the time of the Seanchan invasion. He and Amathera were lovers.
Primary,Main,KoD,No,0,"Andril, Master",Master Andril,Master,Andril,Master Andril,N/A,M,Human,Unknown,Song Character,N/A,Unassigned,N/A,Unknown,Unknown,A man featured in a slightly bawdy song sung at The White Ring in Maderin.
Primary,Main,LoC,Yes,1,Andris,Andris,Andris,,Andris,N/A,M,Human,Current,Servant,N/A,Unassigned,N/A,Illian,Unknown,"Sammael’s emissary to Rand who offered a truce and then died, sweating blood."
Primary,NS,NS,Yes,1,Andro,Andro,Andro,,Andro,N/A,M,Human,Current,Warder,N/A,Unassigned,N/A,Unknown,Unknown,"Meilyn Arganya’s Warder. Lean and no taller than Meilyn, he appeared youthful."
Primary,Main,WH,Yes,17,Androl Genhald,Androl Genhald,Androl,Genhald,Androl,N/A,M,Human,Current,Asha'man,N/A,Unassigned,Unknown,Unknown,Unknown,A Taraboner Asha’man. Approximately thirty years old when he went to the Black Tower.
Primary,Main,WH,No,0,"Andscale, Mistress",Mistress Andscale,Mistress,Andscale,Mistress Andscale,N/A,F,Human,Current,Banker,N/A,Unassigned,N/A,Andor,Unknown,A banker in Caemlyn who made a loan to Elayne upon the discovery of alum on her estates.
Primary,Main,KoD,Yes,1,Anemara,Anemara,Anemara,,Anemara,N/A,F,Human,Current,Accepted,N/A,Unassigned,Unknown,Unknown,Unknown,A plump Accepted of the loyalist contingent. She told Elaida of a woman seeking an audience.
Primary,Main,KoD,Yes,2,"Anford, Mistress",Mistress Anford,Mistress,Anford,Mistress Anford,N/A,F,Human,Current,Clerk,N/A,Unassigned,N/A,Andor,Unknown,"One of Halwin Norry’s most trusted clerks, a graying woman who worked for Birgitte in Caemlyn."
Primary,Main,TPoD,Yes,1,Anghar,Anghar,Anghar,,Anghar,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Seanchan,Unknown,A Seanchan soldier sent by Karede to Ebou Dar.
Primary,Main,ACoS,No,0,Anghara,Anghara,Anghara,,Anghara,N/A,F,Human,Historic,Aes Sedai,Unknown,No,Unknown,Unknown,Unknown,An Amyrlin from the past. Isebele of Dal Calain had enough power to force Anghara to come to her.
Primary,WoTC,WoTC,No,0,Angharad Juerissen,Angharad Juerissen,Angharad,Juerissen,Angharad,N/A,F,Human,Current,Aes Sedai,Gray,No,Unknown,Unknown,Unknown,An Aes Sedai of the Gray Ajah who was Sierin Vayu’s Keeper of the Chronicles.
Primary,Main,LoC,Yes,1,Angla,Angla,Angla,,Angla,N/A,F,Human,Current,Novice,N/A,Unassigned,Unknown,Unknown,973 NE,"A novice with the Salidar Aes Sedai. Born in 973 NE, she went to the White Tower at age seventeen."
Primary,Main,LoC,No,0,Anjen,Anjen,Anjen,,Anjen,N/A,M,Human,Current,Warder,N/A,Unassigned,N/A,Unknown,Unknown,"Leane’s Warder, whom she bonded in 977 NE. He died in 984 NE."
Primary,Main,CoT,Yes,3,"Ankaer, Lord",Lord Ankaer,Ankaer,,Ankaer,N/A,M,Human,Current,Domani Noble,N/A,Unassigned,N/A,Arad Doman,Unknown,A powerful Domani nobleman whom Ituralde courted to help with his plans against the Seanchan.
Primary,Main,TEotW,No,0,Anla the Wise Counselor,Anla the Wise Counselor,Anla,,Anla,N/A,F,Human,Unknown,Story Character,N/A,Unassigned,N/A,Unknown,Unknown,Someone of whom thousands of tales were told.
Primary,NS,NS,Yes,1,Anlee,Anlee,Anlee,,Anlee,N/A,F,Human,Current,Aes Sedai,Blue,No,Unknown,Unknown,Unknown,An Aes Sedai of the Blue Ajah and a Sitter for the Blue at the time of the Aiel War.
Primary,Main,AMoL,Yes,1,Annah,Annah,Annah,,Annah,N/A,F,Human,Current,Messenger,N/A,Unassigned,N/A,Unknown,Unknown,A messenger for Bryne in the Last Battle. She died when a raken was shot down and landed on her.
Primary,Main,CoT,No,0,Annharid Matoun,Annharid Matoun,Annharid,Matoun,Annharid,N/A,F,Human,Current,Aes Sedai,Yellow,No,17(5),Saldaea,894 NE,"A Saldaean Aes Sedai of the Yellow Ajah and the rebel contingent, with a strength level of 17(5)."
Primary,Main,ACoS,Yes,23,Annoura Larisen,Annoura Larisen,Annoura,Larisen,Annoura,N/A,F,Human,Current,Aes Sedai,Gray,No,33(21),Tarabon,838 NE,"A Taraboner Aes Sedai of the Gray Ajah, uncommitted to any faction. Her strength level was 33(21)."
Primary,Main,TFoH,No,0,Anselan,Anselan,Anselan,,Anselan,N/A,M,Human,Historic,Warder,N/A,Unassigned,N/A,Unknown,Unknown,A Warder and hero during the Trolloc Wars; his Aes Sedai was Barashelle.
Primary,Main,ToM,Yes,3,Antail,Antail,Antail,,Antail,N/A,M,Human,Current,Asha'man,N/A,Unassigned,Unknown,Unknown,Unknown,"An Asha’man who was quiet and thin-haired, and skilled in Healing."
Primary,Main,KoD,Yes,1,Anthelle Sharplyn,Anthelle Sharplyn,Anthelle,Sharplyn,Anthelle,N/A,F,Human,Current,Andoran Noble,N/A,Unassigned,N/A,Andor,Unknown,A stout Andoran noblewoman and High Seat of her minor House. She was loyal to Elayne.
Primary,Main,NS,Yes,1,Antol,Antol,Antol,,Antol,N/A,M,Human,Current,Kandori Noble,N/A,Unassigned,N/A,Kandor,964 NE,The eldest son of Queen Ethenielle and Prince Brys and thus the heir to the throne of Kandor.
Primary,NS,NS,No,0,Anvaere Damodred,Anvaere Damodred,Anvaere,Damodred,Anvaere,N/A,F,Human,Current,Cairhienin Noble,N/A,Unassigned,N/A,Cairhien,Unknown,"Moiraine’s older sister, who cared for nothing but hawking and horses and had a terrible temper."
Primary,NS,NS,Yes,2,Anya,Anya,Anya,,Anya,N/A,F,Human,Current,Servant,N/A,Unassigned,N/A,Kandor,Unknown,A serving woman in Aesdaishar Palace who served Lan when he visited.
Primary,Main,TEotW,Yes,1,Ara,Ara,Ara,,Ara,N/A,M,Human,Current,Serving Man,N/A,Unassigned,N/A,Andor,Unknown,"A serving man at The Stag and Lion in Baerlon. He was a slight, dark-haired fellow."
Primary,Main,TSR,Yes,7,"Aracome, High Lord",High Lord Aracome,Aracome,,Aracome,N/A,M,Human,Current,Tairen Noble,N/A,Unassigned,N/A,Tear,Unknown,"A High Lord of Tear who was slender and graying, with a long-smoldering temper and suspicious nature."
Primary,Main,TEotW,Yes,36,Aram,Aram,Aram,,Aram,N/A,M,Human,Current,Tinker,N/A,Unassigned,N/A,Tinker,978 NE,"The grandson of Raen and Ila, born in 978 NE. He was slender and very handsome."
Primary,World,World,No,0,Aran son of Malan son of Senar,Aran son of Malan son of Senar,Aran,,Aran,N/A,M,Ogier,Historic,Author,N/A,Unassigned,N/A,Unknown,50 AB,"A respected Ogier author, born circa 50 AB, who wrote a manuscript about Ishamael."
Alias,Main,LoC,N/A,N/A,Aran'gar,Aran'gar,Aran'gar,,Aran'gar,Balthamel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Balthamel's name after he was resurrected and put into a woman’s body; she took the name Halima Saranov.
Primary,World,World,No,0,Aranvor Naldwinn,Aranvor Naldwinn,Aranvor,Naldwinn,Aranvor,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Andor,Unknown,The Captain-General of the Queen’s Guard of Andor at the time of the Aiel War.
Primary,Main,TFoH,Yes,4,Arathelle Renshar,Arathelle Renshar,Arathelle,Renshar,Arathelle,N/A,F,Human,Current,Andoran Noble,N/A,Unassigned,N/A,Andor,Unknown,"The High Seat of House Renshar, a very powerful Andoran House. She was beautiful when young."
Primary,Main,CoT,Yes,14,Aravine Carnel,Aravine Carnel,Aravine,Carnel,Aravine,N/A,F,Human,Current,Amadician Noble,N/A,Yes,N/A,Amadicia,Unknown,An Amadician woman who was a gai’shain in Sevanna’s camp.
Primary,Main,KoD,No,0,Arebis,Arebis,Arebis,,Arebis,N/A,F,Human,Current,Aes Sedai,Unknown,No,Unknown,Unknown,Unknown,An Aes Sedai of the loyalist contingent who helped to capture Leane at Southharbor.
Alias,World,World,N/A,N/A,Ared Mosinel,Ared Mosinel,Ared,Mosinel,Ared,Rahvin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rahvin’s name before he turned to the Shadow.
Primary,Main,TFoH,Yes,8,Areina Nermasiv,Areina Nermasiv,Areina,Nermasiv,Areina,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Kandor,978 NE,"A Kandori woman. Born in 978 NE, she was 5'4"" tall, with blue eyes and dark hair."
Primary,Main,KoD,Yes,1,Arel Malevin,Arel Malevin,Arel,Malevin,Malevin,N/A,M,Human,Current,Asha'man,N/A,Unassigned,Unknown,Cairhien,Unknown,A Cairhienin blacksmith who became an Asha’man and bonded Aisling Noon of the Green Ajah.
Primary,Main,CoT,No,0,Arendor Haevin,Arendor Haevin,Arendor,Haevin,Arendor,N/A,M,Human,Current,Andoran Noble,N/A,Unassigned,N/A,Andor,Unknown,The uncle and guardian of Catalyn Haevin of Andor.
Primary,Main,TEotW,No,0,Arent,Arent,Arent,,Arent,N/A,M,Ogier,Current,Uncertain,N/A,Unassigned,N/A,Stedding Shangtai,Unknown,"An Ogier, the son of Halan and the father of Loial."
Primary,WoTC,WoTC,No,0,Argirin Darelos den Turamon,Argirin Darelos den Turamon,Argirin,Darelos den Turamon,Argirin,N/A,M,Human,Current,Illianer Noble,N/A,Unassigned,N/A,Illian,Unknown,An Illianer nobleman who was a member of the Council of Nine.
Primary,Main,TDR,No,0,Aried,Aried,Aried,,Aried,N/A,M,Ogier,Historic,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,An Ogier of the distant past; his son Jalanda wrote of Be’lal.
Primary,Main,TFoH,Yes,1,Aril Corl,Aril Corl,Aril,Corl,Aril,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Cairhien,Unknown,"A woman who lived in Taien, Jangai Pass and survived the Shaido attack."
